cliente_id,churn,genero,customer.SeniorCitizen,customer.Partner,customer.Dependents,meses_tenencia,telefono_servicio,telefono_lineas_multiples,internet_servicio,internet_seguridad,internet_respaldo,internet_proteccion,internet_soporte,internet_tv,internet_peliculas,contrato,facturacion_electronica,metodo_pago,cargo_mensual,cargo_total,internet_activo,telefono_activo,cuentas_diarias,servicios_contratados,gasto_estimado
3190-itqxp,0,female,0,yes,yes,46,1,0,no,0,0,0,0,0,0,two year,0,bank transfer (automatic),20.25,890.35,0,1,0.675,1,931.5
3190-xfani,1,male,0,no,yes,49,1,1,fiber optic,0,0,0,1,1,1,one year,1,bank transfer (automatic),100.6,5069.65,1,1,3.353333333333333,6,4929.4
3191-csnmg,0,female,0,yes,yes,3,1,0,fiber optic,0,0,0,0,1,0,month-to-month,1,electronic check,80.7,239.45,1,1,2.69,3,242.10000000000002
3192-lnkrk,0,male,0,yes,yes,34,1,0,fiber optic,0,0,1,0,1,0,month-to-month,1,mailed check,84.05,2909.95,1,1,2.8016666666666667,4,2857.7
3192-nqeca,1,male,0,yes,no,68,1,1,fiber optic,0,1,1,1,1,1,two year,1,bank transfer (automatic),110.0,7611.85,1,1,3.6666666666666665,8,7480.0
3194-orpik,1,female,0,yes,yes,50,1,1,fiber optic,0,0,0,0,1,0,month-to-month,1,bank transfer (automatic),84.4,4116.15,1,1,2.8133333333333335,4,4220.0
3195-tqdzx,0,male,0,no,no,3,1,0,no,0,0,0,0,0,0,month-to-month,1,electronic check,20.25,61.45,0,1,0.675,1,60.75
3196-nvxlz,0,female,0,no,no,25,1,1,fiber optic,0,0,0,0,1,0,month-to-month,1,mailed check,84.6,2088.05,1,1,2.82,4,2115.0
3197-arfoy,0,female,1,no,no,19,1,0,fiber optic,1,1,0,1,1,1,month-to-month,1,mailed check,105.0,2007.25,1,1,3.5,7,1995.0
3197-nnynb,0,male,0,no,no,65,1,1,fiber optic,0,1,1,0,1,1,two year,0,credit card (automatic),105.1,6631.85,1,1,3.503333333333333,7,6831.5
3198-velrd,1,female,0,yes,yes,3,1,1,fiber optic,0,0,0,0,0,1,month-to-month,1,bank transfer (automatic),84.75,264.85,1,1,2.825,4,254.25
3199-npkcn,0,female,0,yes,no,67,1,1,fiber optic,1,0,1,1,1,1,one year,1,electronic check,111.25,7511.65,1,1,3.7083333333333335,8,7453.75
3199-xgzcy,0,female,0,no,no,8,1,1,fiber optic,0,0,0,0,0,0,month-to-month,1,electronic check,75.25,576.7,1,1,2.5083333333333333,3,602.0
3200-mnqtf,0,male,0,yes,no,67,1,1,dsl,1,1,1,1,0,0,two year,0,credit card (automatic),70.9,4677.1,1,1,2.3633333333333337,7,4750.3
3205-mxzra,0,male,0,no,no,26,1,0,dsl,0,0,0,1,1,0,one year,0,credit card (automatic),59.45,1507.0,1,1,1.9816666666666667,4,1545.7
3207-oybwh,1,male,1,yes,no,57,1,1,fiber optic,0,1,1,0,0,1,month-to-month,1,bank transfer (automatic),95.25,5427.05,1,1,3.175,6,5429.25
3208-ypioe,1,male,0,no,no,39,1,1,fiber optic,0,0,0,0,0,0,month-to-month,0,electronic check,75.25,3017.65,1,1,2.5083333333333333,3,2934.75
3209-zpkfi,0,male,0,yes,yes,47,1,1,dsl,0,1,0,0,0,0,month-to-month,0,electronic check,54.25,2538.2,1,1,1.8083333333333333,4,2549.75
3211-aapkx,0,male,0,no,no,20,1,1,fiber optic,0,0,0,1,1,1,month-to-month,1,mailed check,98.55,2031.95,1,1,3.2849999999999997,6,1971.0
3211-iljtt,1,male,0,yes,no,17,1,0,fiber optic,0,0,0,0,0,0,month-to-month,1,bank transfer (automatic),70.4,1214.05,1,1,2.3466666666666667,2,1196.8000000000002
3212-kxocr,0,male,0,no,no,52,1,0,no,0,0,0,0,0,0,two year,0,bank transfer (automatic),21.0,1107.2,0,1,0.7,1,1092.0
3213-vvolg,0,male,0,yes,yes,0,1,1,no,0,0,0,0,0,0,two year,0,mailed check,25.35,,0,1,0.8450000000000001,2,0.0
3214-iyuuq,0,female,0,yes,no,61,1,0,fiber optic,1,1,0,1,0,1,one year,0,bank transfer (automatic),93.7,5860.7,1,1,3.1233333333333335,6,5715.7
3217-fzdmn,1,female,1,no,no,8,1,0,fiber optic,0,0,1,0,1,1,month-to-month,1,credit card (automatic),94.45,742.95,1,1,3.1483333333333334,5,755.6
3219-jqrsl,0,female,1,yes,no,72,1,1,dsl,1,1,1,1,1,1,two year,0,credit card (automatic),89.1,6352.4,1,1,2.9699999999999998,9,6415.2
3221-cjmsg,0,male,0,no,no,24,1,0,dsl,0,0,0,1,0,0,month-to-month,1,credit card (automatic),51.1,1269.6,1,1,1.7033333333333334,3,1226.4
3223-dwfio,0,male,1,no,no,4,1,0,fiber optic,0,0,0,0,0,0,month-to-month,0,electronic check,69.35,261.65,1,1,2.3116666666666665,2,277.4
3223-wzwjm,1,male,0,no,no,26,1,1,fiber optic,0,0,0,0,0,1,month-to-month,1,electronic check,83.95,2254.2,1,1,2.7983333333333333,4,2182.7000000000003
3224-dfqnq,0,female,0,yes,no,66,1,1,fiber optic,1,1,0,1,0,0,one year,0,electronic check,89.0,5898.6,1,1,2.966666666666667,6,5874.0
3227-wlkli,0,female,0,yes,yes,65,1,1,dsl,1,1,1,1,1,1,two year,0,bank transfer (automatic),91.55,5963.95,1,1,3.0516666666666667,9,5950.75
3229-uswar,0,female,0,no,no,34,1,0,dsl,1,0,1,1,1,1,one year,1,bank transfer (automatic),79.95,2727.3,1,1,2.665,7,2718.3
3230-iualn,0,female,0,yes,yes,45,1,0,dsl,1,0,1,1,1,1,two year,1,mailed check,81.0,3533.6,1,1,2.7,7,3645.0
3230-jcnzs,0,female,0,yes,yes,71,1,1,fiber optic,1,1,1,0,1,0,two year,1,credit card (automatic),99.0,7061.65,1,1,3.3,7,7029.0
3230-wykir,1,male,0,no,no,18,1,1,dsl,0,0,1,1,1,1,one year,1,credit card (automatic),82.0,1425.45,1,1,2.7333333333333334,7,1476.0
3234-vkacu,0,male,0,no,no,2,1,0,dsl,0,0,0,1,1,1,month-to-month,0,electronic check,70.3,132.4,1,1,2.3433333333333333,5,140.6
3235-etoob,1,male,0,yes,no,8,1,0,fiber optic,1,0,0,0,0,0,month-to-month,1,electronic check,74.5,609.9,1,1,2.4833333333333334,3,596.0
3237-ajgeh,1,female,0,yes,yes,3,0,0,dsl,0,0,0,1,0,0,month-to-month,1,mailed check,31.0,95.05,1,0,1.0333333333333334,2,93.0
3239-tphpz,0,female,0,yes,no,12,1,0,no,0,0,0,0,0,0,two year,1,electronic check,20.05,264.55,0,1,0.6683333333333333,1,240.60000000000002
3243-zhohy,0,female,0,no,no,16,1,0,no,0,0,0,0,0,0,one year,0,mailed check,20.1,296.15,0,1,0.67,1,321.6
3244-cqphu,0,female,1,no,no,72,1,1,fiber optic,1,1,0,1,1,1,two year,1,bank transfer (automatic),110.1,7746.7,1,1,3.67,8,7927.2
3244-dcjwy,1,female,0,no,no,1,1,0,fiber optic,0,0,0,0,0,0,month-to-month,1,electronic check,70.25,70.25,1,1,2.341666666666667,2,70.25
3247-mhjkm,0,male,0,no,no,1,1,0,no,0,0,0,0,0,0,month-to-month,0,mailed check,20.2,20.2,0,1,0.6733333333333333,1,20.2
3247-zvouo,1,male,1,yes,no,10,1,1,fiber optic,0,0,0,0,0,1,month-to-month,0,electronic check,85.55,851.75,1,1,2.8516666666666666,4,855.5
3249-vhrip,0,female,0,no,no,62,0,0,dsl,0,1,1,0,0,1,two year,1,credit card (automatic),43.6,2748.7,1,0,1.4533333333333334,4,2703.2000000000003
3249-zpqrg,1,male,0,no,no,4,1,1,fiber optic,0,1,0,0,0,0,month-to-month,0,electronic check,78.45,330.05,1,1,2.615,4,313.8
3251-ymvwz,0,male,0,no,no,53,1,1,no,0,0,0,0,0,0,one year,0,bank transfer (automatic),24.05,1301.9,0,1,0.8016666666666666,2,1274.65
3253-hkokl,0,female,0,yes,yes,52,1,0,fiber optic,1,0,1,0,1,1,one year,0,electronic check,100.3,5244.45,1,1,3.3433333333333333,6,5215.599999999999
3254-yrilk,1,male,1,no,no,19,1,1,fiber optic,0,1,0,0,1,0,month-to-month,1,electronic check,88.2,1775.8,1,1,2.94,5,1675.8
3255-grxmg,0,male,0,no,yes,18,1,0,dsl,0,0,0,0,0,0,month-to-month,1,credit card (automatic),45.65,747.2,1,1,1.5216666666666667,2,821.6999999999999
3256-ezdbi,0,male,1,yes,no,51,0,0,dsl,0,1,0,0,0,0,month-to-month,1,credit card (automatic),29.45,1459.35,1,0,0.9816666666666667,2,1501.95
3258-sanfr,0,male,1,no,no,6,1,0,dsl,0,0,0,0,0,0,month-to-month,0,credit card (automatic),44.7,276.5,1,1,1.49,2,268.20000000000005
3258-sysws,0,male,1,no,no,72,1,1,fiber optic,1,1,1,1,1,1,two year,0,bank transfer (automatic),113.8,7845.8,1,1,3.7933333333333334,9,8193.6
3258-zkpai,0,male,0,yes,yes,72,1,1,fiber optic,1,1,1,1,1,1,two year,1,bank transfer (automatic),116.6,8337.45,1,1,3.8866666666666663,9,8395.199999999999
3259-fdwoy,1,male,0,yes,yes,71,1,1,fiber optic,0,1,1,0,1,1,two year,1,bank transfer (automatic),106.0,7723.7,1,1,3.533333333333333,7,7526.0
3259-knmrr,0,male,1,no,no,57,1,1,dsl,0,1,1,0,1,1,two year,1,bank transfer (automatic),79.75,4438.2,1,1,2.658333333333333,7,4545.75
3259-qmxun,0,male,0,yes,no,58,1,1,dsl,1,1,1,0,1,1,two year,1,electronic check,86.1,4890.5,1,1,2.8699999999999997,8,4993.799999999999
3261-cqxol,0,female,0,yes,yes,71,1,1,no,0,0,0,0,0,0,two year,0,bank transfer (automatic),25.45,1813.35,0,1,0.8483333333333333,2,1806.95
3262-eidhv,0,female,0,yes,yes,72,1,1,dsl,1,0,1,1,1,1,two year,0,credit card (automatic),84.7,5893.9,1,1,2.8233333333333333,8,6098.400000000001
3266-ftkhb,0,male,0,no,no,17,1,0,no,0,0,0,0,0,0,two year,0,mailed check,19.15,343.45,0,1,0.6383333333333333,1,325.54999999999995
3269-atywd,1,male,1,no,no,39,1,1,fiber optic,0,0,0,0,1,1,month-to-month,1,bank transfer (automatic),95.65,3759.05,1,1,3.1883333333333335,5,3730.3500000000004
3272-vuhpv,0,female,0,yes,yes,8,1,0,dsl,0,1,0,1,0,0,month-to-month,0,bank transfer (automatic),56.3,401.5,1,1,1.8766666666666665,4,450.4
3274-nsdwe,0,female,0,no,no,68,1,0,no,0,0,0,0,0,0,two year,0,credit card (automatic),19.6,1441.65,0,1,0.6533333333333334,1,1332.8000000000002
3275-rhrne,0,male,0,yes,yes,28,0,0,dsl,0,1,1,1,1,1,one year,1,credit card (automatic),60.0,1682.05,1,0,2.0,6,1680.0
3276-hdueg,1,female,0,no,no,1,1,1,fiber optic,0,0,0,0,0,0,month-to-month,1,mailed check,75.05,75.05,1,1,2.5016666666666665,3,75.05
3278-fsixx,0,female,0,no,no,2,1,0,dsl,0,0,0,0,0,0,month-to-month,1,mailed check,45.25,74.2,1,1,1.5083333333333333,2,90.5
3279-dyzqm,0,male,0,yes,yes,71,1,0,no,0,0,0,0,0,0,two year,0,mailed check,19.45,1378.45,0,1,0.6483333333333333,1,1380.95
3280-mrdof,0,male,1,no,no,30,1,1,dsl,0,0,1,1,1,0,two year,1,credit card (automatic),69.1,2093.9,1,1,2.3033333333333332,6,2073.0
3280-nmuvx,0,male,0,yes,yes,34,1,0,no,0,0,0,0,0,0,one year,0,credit card (automatic),19.6,678.8,0,1,0.6533333333333334,1,666.4000000000001
3282-ziszv,0,male,0,no,yes,32,1,1,dsl,0,1,1,1,1,1,one year,0,credit card (automatic),83.7,2633.3,1,1,2.79,8,2678.4
3283-wcwxt,0,male,0,yes,yes,6,1,1,no,0,0,0,0,0,0,two year,0,mailed check,25.4,153.3,0,1,0.8466666666666666,2,152.39999999999998
3284-svcro,0,female,0,yes,no,45,1,1,no,0,0,0,0,0,0,two year,0,mailed check,25.5,1121.05,0,1,0.85,2,1147.5
3285-ucqvc,1,female,0,no,no,37,0,0,dsl,0,0,0,1,0,0,month-to-month,0,credit card (automatic),28.6,973.55,1,0,0.9533333333333334,2,1058.2
3292-pbzej,0,male,1,no,no,11,1,1,fiber optic,0,1,1,1,1,1,month-to-month,1,electronic check,111.4,1183.05,1,1,3.7133333333333334,8,1225.4
3295-yvusr,0,male,1,no,no,2,1,1,fiber optic,0,0,0,0,0,0,month-to-month,1,mailed check,72.6,154.3,1,1,2.42,3,145.2
3296-silra,1,female,1,yes,no,1,1,0,fiber optic,0,1,0,0,0,0,month-to-month,1,mailed check,76.4,76.4,1,1,2.546666666666667,3,76.4
3298-qeica,0,female,0,yes,yes,23,0,0,dsl,1,0,0,1,0,0,two year,0,mailed check,34.6,813.45,1,0,1.1533333333333333,3,795.8000000000001
3301-lslwq,0,female,0,no,no,29,1,1,dsl,1,0,0,0,0,1,month-to-month,1,electronic check,66.1,1912.15,1,1,2.203333333333333,5,1916.8999999999999
3301-vktgc,0,male,0,yes,yes,68,1,1,fiber optic,1,1,0,0,0,0,one year,1,bank transfer (automatic),85.5,5696.6,1,1,2.85,5,5814.0
3307-tlcud,0,male,0,yes,no,17,0,0,dsl,1,0,1,0,0,0,month-to-month,0,mailed check,34.4,592.75,1,0,1.1466666666666667,3,584.8
3308-dghkl,0,male,0,no,no,69,1,0,no,0,0,0,0,0,0,two year,1,bank transfer (automatic),19.3,1447.9,0,1,0.6433333333333333,1,1331.7
3308-jsgml,0,male,1,yes,no,59,0,0,dsl,1,0,1,1,1,1,two year,1,credit card (automatic),64.05,3886.85,1,0,2.135,6,3778.95
3308-mhooc,0,male,0,no,yes,1,1,0,no,0,0,0,0,0,0,month-to-month,1,mailed check,19.2,19.2,0,1,0.64,1,19.2
3312-uumzw,0,male,0,yes,no,32,1,1,fiber optic,0,1,0,0,1,1,month-to-month,1,credit card (automatic),98.85,3145.9,1,1,3.295,6,3163.2
3312-zwlgf,0,male,1,yes,no,29,1,1,fiber optic,0,0,0,1,0,0,month-to-month,1,electronic check,79.3,2414.55,1,1,2.643333333333333,4,2299.7
3313-qknkb,1,male,0,yes,no,59,1,1,fiber optic,0,0,0,0,0,1,one year,0,electronic check,85.55,5084.65,1,1,2.8516666666666666,4,5047.45
3315-ikyzq,0,male,0,yes,yes,28,0,0,dsl,1,0,1,1,1,0,one year,0,mailed check,50.8,1386.8,1,0,1.6933333333333331,5,1422.3999999999999
3315-totbp,1,male,0,no,no,15,1,1,fiber optic,0,0,0,0,0,0,month-to-month,1,mailed check,76.0,1130.85,1,1,2.533333333333333,3,1140.0
3316-uwxuy,0,male,0,no,no,50,1,0,fiber optic,1,1,0,1,0,1,month-to-month,1,credit card (automatic),93.5,4747.5,1,1,3.1166666666666667,6,4675.0
3317-hrtnn,1,female,1,no,no,5,0,0,dsl,0,0,0,0,1,1,month-to-month,0,electronic check,45.7,198.0,1,0,1.5233333333333334,3,228.5
3317-vlgqt,0,female,0,yes,no,14,1,0,fiber optic,0,0,0,0,0,1,month-to-month,1,electronic check,78.1,1122.4,1,1,2.603333333333333,3,1093.3999999999999
3318-isqfq,0,female,0,no,no,20,1,0,no,0,0,0,0,0,0,month-to-month,1,bank transfer (automatic),19.5,413.0,0,1,0.65,1,390.0
3318-nmqxl,0,male,0,no,no,3,1,0,fiber optic,0,0,0,0,1,1,month-to-month,1,electronic check,92.0,266.8,1,1,3.066666666666667,4,276.0
3318-osats,1,male,1,no,no,35,1,1,fiber optic,0,0,0,0,1,1,month-to-month,1,electronic check,95.45,3474.05,1,1,3.1816666666666666,5,3340.75
3319-dwoep,1,male,1,yes,no,6,1,0,fiber optic,0,0,1,0,1,1,month-to-month,1,electronic check,95.75,573.75,1,1,3.191666666666667,5,574.5
3320-veoyc,0,male,1,no,no,14,1,1,fiber optic,0,0,0,0,1,1,month-to-month,1,electronic check,95.6,1273.3,1,1,3.1866666666666665,5,1338.3999999999999
3323-cpbwr,0,male,0,no,no,23,1,1,fiber optic,0,0,1,1,1,0,month-to-month,1,credit card (automatic),96.9,2085.45,1,1,3.23,6,2228.7000000000003
3324-oirto,0,male,0,yes,yes,71,1,0,fiber optic,1,1,1,0,1,1,one year,1,bank transfer (automatic),104.65,7288.4,1,1,3.4883333333333337,7,7430.150000000001
3325-fuycg,1,male,0,yes,yes,28,1,1,fiber optic,1,1,0,0,1,1,one year,0,electronic check,106.1,2847.4,1,1,3.5366666666666666,7,2970.7999999999997
3327-ybakm,0,female,0,yes,no,64,1,0,fiber optic,1,0,0,1,1,1,one year,1,mailed check,96.9,6314.35,1,1,3.23,6,6201.6
3329-wdiok,1,female,0,no,no,3,0,0,dsl,0,1,0,0,1,1,month-to-month,1,electronic check,50.6,155.35,1,0,1.6866666666666668,4,151.8
3331-hqdtw,1,female,0,no,no,34,1,1,fiber optic,1,1,1,0,1,1,month-to-month,1,mailed check,109.8,3587.25,1,1,3.6599999999999997,8,3733.2
3334-cthol,1,female,0,no,no,1,1,1,dsl,0,0,0,0,0,0,month-to-month,1,bank transfer (automatic),49.95,49.95,1,1,1.665,3,49.95
3336-jorso,1,female,1,no,no,33,1,1,fiber optic,0,1,1,1,1,1,month-to-month,1,electronic check,110.45,3655.45,1,1,3.6816666666666666,8,3644.85
3337-euoon,0,male,0,yes,yes,69,1,1,no,0,0,0,0,0,0,two year,1,bank transfer (automatic),26.0,1796.55,0,1,0.8666666666666667,2,1794.0
3338-cvveh,0,male,0,no,no,12,1,1,fiber optic,0,0,0,0,1,1,month-to-month,0,electronic check,94.55,1173.55,1,1,3.1516666666666664,5,1134.6
3339-eaqnv,0,male,1,yes,no,72,1,1,fiber optic,0,1,0,0,1,1,one year,1,credit card (automatic),97.25,7133.1,1,1,3.2416666666666667,6,7002.0
3340-qbbfm,0,male,1,yes,no,36,1,0,dsl,0,0,1,1,0,0,one year,0,credit card (automatic),54.1,1992.85,1,1,1.8033333333333335,4,1947.6000000000001
3345-cscia,0,male,0,no,no,68,1,1,dsl,1,1,1,0,0,1,one year,1,credit card (automatic),76.9,5023.0,1,1,2.5633333333333335,7,5229.200000000001
3345-jhueo,0,male,0,no,no,4,1,0,no,0,0,0,0,0,0,month-to-month,1,electronic check,20.2,55.7,0,1,0.6733333333333333,1,80.8
3345-pbbfh,0,male,0,yes,no,8,1,0,dsl,0,1,0,0,0,0,month-to-month,1,bank transfer (automatic),49.55,393.45,1,1,1.6516666666666666,3,396.4
3346-brmis,1,female,1,yes,no,18,0,0,dsl,0,0,1,0,1,1,month-to-month,1,electronic check,48.35,810.7,1,0,1.6116666666666668,4,870.3000000000001
3347-yjzze,0,male,0,yes,yes,29,1,1,dsl,0,1,1,0,1,1,month-to-month,0,credit card (automatic),80.1,2211.8,1,1,2.67,7,2322.8999999999996
3348-cfrnx,1,female,0,yes,no,28,1,0,fiber optic,1,0,0,0,1,1,month-to-month,1,mailed check,92.35,2602.9,1,1,3.078333333333333,5,2585.7999999999997
3349-anqnh,0,female,1,no,no,59,1,1,fiber optic,0,0,1,0,1,1,one year,1,electronic check,99.5,5890.0,1,1,3.316666666666667,6,5870.5
3351-ngxyi,0,female,1,no,no,16,1,1,dsl,1,0,0,0,0,0,month-to-month,1,electronic check,54.1,889.0,1,1,1.8033333333333335,4,865.6
3351-nqldi,1,female,0,yes,yes,67,1,1,fiber optic,1,0,0,1,0,1,one year,1,credit card (automatic),94.35,6341.45,1,1,3.145,6,6321.45
3352-almck,0,male,0,no,no,40,1,1,fiber optic,0,1,1,0,1,1,month-to-month,1,mailed check,102.65,4108.15,1,1,3.421666666666667,7,4106.0
3352-ricwq,0,female,0,yes,yes,9,1,0,no,0,0,0,0,0,0,two year,0,mailed check,19.75,210.65,0,1,0.6583333333333333,1,177.75
3354-oadjp,0,female,0,no,no,8,1,0,dsl,1,0,0,1,0,0,one year,0,bank transfer (automatic),54.25,447.75,1,1,1.8083333333333333,4,434.0
3359-dsrka,0,female,0,yes,yes,58,1,0,no,0,0,0,0,0,0,two year,1,mailed check,19.85,1158.85,0,1,0.6616666666666667,1,1151.3000000000002
3363-dtivd,0,male,0,yes,yes,71,1,1,fiber optic,1,0,1,0,1,1,two year,0,electronic check,105.55,7405.5,1,1,3.518333333333333,7,7494.05
3363-ewlgo,0,female,0,no,no,5,1,0,no,0,0,0,0,0,0,month-to-month,0,mailed check,19.95,109.6,0,1,0.6649999999999999,1,99.75
3365-saigs,0,female,0,no,no,17,1,0,fiber optic,0,1,0,0,1,0,month-to-month,1,electronic check,83.55,1329.15,1,1,2.7849999999999997,4,1420.35
3370-gqeal,0,male,0,yes,yes,30,1,1,fiber optic,0,0,0,0,1,0,month-to-month,0,electronic check,85.45,2509.95,1,1,2.8483333333333336,4,2563.5
3370-hxoph,0,female,0,no,no,3,1,1,fiber optic,0,0,0,0,0,0,month-to-month,0,electronic check,76.1,257.6,1,1,2.5366666666666666,3,228.29999999999998
3372-cdxfj,0,male,0,yes,yes,13,1,1,no,0,0,0,0,0,0,one year,0,bank transfer (automatic),24.5,343.6,0,1,0.8166666666666667,2,318.5
3372-kwfbm,1,male,1,no,no,16,1,1,fiber optic,0,0,0,0,1,0,month-to-month,1,electronic check,86.6,1281.0,1,1,2.8866666666666663,4,1385.6
3373-diuun,0,male,0,yes,yes,30,1,0,no,0,0,0,0,0,0,two year,0,mailed check,21.25,711.9,0,1,0.7083333333333334,1,637.5
3373-yzzym,0,male,0,yes,yes,1,1,0,no,0,0,0,0,0,0,month-to-month,0,mailed check,19.2,19.2,0,1,0.64,1,19.2
3374-lxdev,1,female,0,no,no,13,1,1,fiber optic,0,1,1,1,0,0,month-to-month,0,electronic check,89.4,1132.35,1,1,2.98,6,1162.2
3374-pzlxd,0,male,0,no,no,34,1,0,no,0,0,0,0,0,0,month-to-month,0,mailed check,19.7,675.6,0,1,0.6566666666666666,1,669.8
3374-ttztk,0,male,0,yes,no,52,1,0,fiber optic,1,1,1,1,1,1,two year,1,electronic check,106.3,5487.0,1,1,3.5433333333333334,8,5527.599999999999
3376-bmgfe,1,female,0,no,no,4,1,0,fiber optic,0,0,0,0,0,0,month-to-month,1,bank transfer (automatic),70.9,273.0,1,1,2.3633333333333337,2,283.6
3378-ajrao,0,male,0,yes,yes,44,1,1,no,0,0,0,0,0,0,one year,0,electronic check,24.85,1013.6,0,1,0.8283333333333334,2,1093.4
3384-ctmsf,0,male,0,yes,no,47,1,1,fiber optic,0,1,1,0,1,1,month-to-month,1,electronic check,104.1,5135.15,1,1,3.4699999999999998,7,4892.7
3387-plkui,0,female,0,yes,yes,13,1,0,no,0,0,0,0,0,0,month-to-month,0,mailed check,18.8,251.25,0,1,0.6266666666666667,1,244.4
3387-vatus,1,male,0,no,no,5,1,1,fiber optic,0,0,0,0,1,1,month-to-month,1,bank transfer (automatic),94.85,462.8,1,1,3.1616666666666666,5,474.25
3389-ktrxv,0,female,0,yes,yes,23,1,1,no,0,0,0,0,0,0,two year,0,mailed check,23.85,625.65,0,1,0.795,2,548.5500000000001
3389-ygyai,1,female,1,no,no,8,1,1,fiber optic,0,1,1,0,1,1,month-to-month,1,electronic check,105.5,829.55,1,1,3.5166666666666666,7,844.0
3391-jsqew,0,male,0,yes,no,40,1,0,dsl,0,1,0,0,0,0,month-to-month,1,mailed check,50.15,2058.5,1,1,1.6716666666666666,3,2006.0
3392-ehmnk,0,female,0,yes,yes,67,1,1,fiber optic,0,1,0,1,1,0,two year,0,credit card (automatic),94.1,6302.8,1,1,3.1366666666666663,6,6304.7
3393-fmzpv,1,female,0,no,no,25,1,1,fiber optic,0,1,0,0,1,1,month-to-month,1,electronic check,100.25,2387.75,1,1,3.341666666666667,6,2506.25
3394-uqyib,0,female,1,yes,no,2,1,0,dsl,0,1,0,0,0,0,month-to-month,0,credit card (automatic),50.15,115.1,1,1,1.6716666666666666,3,100.3
3396-dkdel,0,female,0,yes,yes,70,1,1,fiber optic,1,1,1,1,1,1,two year,1,credit card (automatic),115.15,8250.0,1,1,3.8383333333333334,9,8060.5
3397-avtku,0,male,0,no,no,43,1,0,dsl,0,1,0,0,0,1,two year,1,electronic check,60.0,2548.55,1,1,2.0,4,2580.0
3398-fshon,1,female,1,no,no,12,1,1,fiber optic,0,1,0,0,1,0,month-to-month,1,electronic check,91.3,1094.5,1,1,3.0433333333333334,5,1095.6
3398-gcpmu,0,female,1,yes,yes,72,1,1,dsl,1,1,1,1,1,1,two year,1,credit card (automatic),89.55,6448.85,1,1,2.985,9,6447.599999999999
3398-zouaa,1,male,1,yes,no,21,1,0,fiber optic,0,0,0,0,0,0,month-to-month,1,electronic check,69.1,1474.75,1,1,2.3033333333333332,2,1451.1
3399-bmlvw,0,male,0,yes,yes,51,1,0,dsl,1,1,0,1,0,0,two year,0,credit card (automatic),60.5,3121.45,1,1,2.0166666666666666,5,3085.5
3400-esfuw,1,male,0,yes,yes,55,1,0,dsl,1,1,0,1,0,0,two year,0,bank transfer (automatic),57.55,3046.4,1,1,1.9183333333333332,5,3165.25
3401-urhda,0,male,0,no,no,51,1,1,dsl,1,0,0,1,0,0,one year,0,credit card (automatic),59.9,3043.6,1,1,1.9966666666666666,5,3054.9
3402-xriuo,0,female,1,yes,no,22,1,1,dsl,1,1,0,1,0,0,month-to-month,1,mailed check,63.55,1381.8,1,1,2.118333333333333,6,1398.1
3404-jnxax,0,female,0,yes,yes,51,1,1,fiber optic,0,0,0,1,0,0,month-to-month,1,electronic check,80.75,4116.9,1,1,2.691666666666667,4,4118.25
3407-jmjqq,0,female,0,yes,yes,71,1,1,fiber optic,1,1,1,0,1,1,two year,1,bank transfer (automatic),109.0,7661.8,1,1,3.6333333333333333,8,7739.0
3407-qgwlg,0,male,0,no,yes,3,1,0,no,0,0,0,0,0,0,month-to-month,1,mailed check,20.05,75.45,0,1,0.6683333333333333,1,60.150000000000006
3410-mhhum,0,female,0,yes,yes,44,1,1,fiber optic,0,1,1,0,0,1,one year,0,electronic check,94.4,4295.35,1,1,3.146666666666667,6,4153.6
3410-yoqbq,0,female,0,no,no,31,1,0,dsl,0,1,1,1,1,1,two year,0,mailed check,79.2,2497.2,1,1,2.64,7,2455.2000000000003
3411-wlrsq,0,female,1,yes,no,3,1,0,fiber optic,0,1,0,0,0,0,month-to-month,1,bank transfer (automatic),74.6,239.05,1,1,2.4866666666666664,3,223.79999999999998
3413-bmnze,0,male,1,no,no,1,1,0,dsl,0,0,0,0,0,0,month-to-month,0,bank transfer (automatic),45.25,45.25,1,1,1.5083333333333333,2,45.25
3413-cssth,0,male,0,no,no,41,1,1,dsl,0,0,1,0,0,0,month-to-month,1,bank transfer (automatic),55.7,2237.55,1,1,1.8566666666666667,4,2283.7000000000003
3413-dhlpb,0,male,0,yes,yes,60,1,1,fiber optic,0,1,0,1,1,1,month-to-month,1,bank transfer (automatic),103.75,5969.95,1,1,3.4583333333333335,7,6225.0
3415-taile,1,female,0,yes,yes,2,1,0,dsl,0,0,0,0,1,1,month-to-month,0,mailed check,65.7,134.35,1,1,2.19,4,131.4
3417-tscic,0,male,0,no,no,29,0,0,dsl,0,0,0,0,0,0,one year,1,mailed check,24.85,788.05,1,0,0.8283333333333334,1,720.6500000000001
3419-snjjd,1,female,1,yes,no,65,1,1,fiber optic,1,0,1,0,1,1,month-to-month,0,bank transfer (automatic),105.25,6786.4,1,1,3.5083333333333333,7,6841.25
3420-yjlqt,0,female,0,no,no,2,1,1,fiber optic,0,1,0,0,0,0,month-to-month,0,electronic check,79.55,151.75,1,1,2.6516666666666664,4,159.1
3420-zdbma,0,male,1,no,no,5,1,0,fiber optic,0,0,0,0,0,0,month-to-month,1,mailed check,71.45,371.6,1,1,2.381666666666667,2,357.25
